NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOCC_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_OUTER_MEMBRANE	23	23		
GOCC_INTRINSIC_COMPONENT_OF_VACUOLAR_MEMBRANE	9		Rejected!	
GOCC_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE	52	48		
GOCC_EXTRINSIC_COMPONENT_OF_ENDOSOME_MEMBRANE	10		Rejected!	
GOCC_EXTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE	15		Rejected!	
GOCC_RNAI_EFFECTOR_COMPLEX	16		Rejected!	
GOCC_ANCHORED_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	19		Rejected!	
GOCC_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX	9		Rejected!	
GOCC_CTF18_RFC_LIKE_COMPLEX	8		Rejected!	
GOCC_N_TERMINAL_PROTEIN_ACETYLTRANSFERASE_COMPLEX	10		Rejected!	
GOCC_NATA_COMPLEX	5		Rejected!	
GOCC_BOX_C_D_RNP_COMPLEX	7		Rejected!	
GOCC_BOX_H_ACA_SNORNP_COMPLEX	5		Rejected!	
GOCC_M_BAND	24	19		
GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	163	152		
GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	15		Rejected!	
GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	36	35		
GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX	12		Rejected!	
GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX	5		Rejected!	
GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX	6		Rejected!	
GOCC_MOTILE_CILIUM	200	154		
GOCC_PCG_PROTEIN_COMPLEX	47	44		
GOCC_BRUSH_BORDER_MEMBRANE	59	47		
GOCC_FILOPODIUM_MEMBRANE	18	17		
GOCC_MICROVILLUS_MEMBRANE	26	21		
GOCC_NUCLEOTIDE_ACTIVATED_PROTEIN_KINASE_COMPLEX	9		Rejected!	
GOCC_NEUROMUSCULAR_JUNCTION	69	59		
GOCC_CYTOSOLIC_PROTEASOME_COMPLEX	6		Rejected!	
GOCC_SPINDLE_POLE_CENTROSOME	15	15		
GOCC_A_BAND	37	27		
GOCC_I_BAND	134	101		
GOCC_G_PROTEIN_BETA_GAMMA_SUBUNIT_COMPLEX	12		Rejected!	
GOCC_HAPTOGLOBIN_HEMOGLOBIN_COMPLEX	11		Rejected!	
GOCC_EARLY_ENDOSOME_MEMBRANE	162	144		
GOCC_LATE_ENDOSOME_MEMBRANE	140	130		
GOCC_MICROBODY_MEMBRANE	61	57		
GOCC_ENDOSOME_LUMEN	35	27		
GOCC_LATE_ENDOSOME_LUMEN	9		Rejected!	
GOCC_MICROBODY_LUMEN	51	46		
GOCC_TORC1_COMPLEX	8		Rejected!	
GOCC_TORC2_COMPLEX	12		Rejected!	
GOCC_FILAMENTOUS_ACTIN	32	28		
GOCC_NUCLEAR_MEMBRANE	295	268		
GOCC_ORGANELLE_ENVELOPE_LUMEN	93	86		
GOCC_ENVELOPE	1214		Rejected!	
GOCC_VESICLE_LUMEN	328	283		
GOCC_ORGANELLE_SUBCOMPARTMENT	1772		Rejected!	
GOCC_GOLGI_CISTERNA	119	100		
GOCC_EARLY_PHAGOSOME	12		Rejected!	
GOCC_PHAGOLYSOSOME	6		Rejected!	
GOCC_INTEGRATOR_COMPLEX	28	16		
GOCC_SMALL_SUBUNIT_PROCESSOME	39	39		
GOCC_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_COMPLEX	13		Rejected!	
GOCC_BLEB	9		Rejected!	
GOCC_DENSE_CORE_GRANULE_MEMBRANE	7		Rejected!	
GOCC_CHROMOSOME_PASSENGER_COMPLEX	6		Rejected!	
GOCC_CELL_DIVISION_SITE	72	56		
GOCC_CLEAVAGE_FURROW	54	47		
GOCC_SYMMETRIC_SYNAPSE	10		Rejected!	
GOCC_AMPA_GLUTAMATE_RECEPTOR_COMPLEX	25		Rejected!	
GOCC_MISMATCH_REPAIR_COMPLEX	12		Rejected!	
GOCC_MUTLALPHA_COMPLEX	5		Rejected!	
GOCC_PHOTORECEPTOR_CONNECTING_CILIUM	39	32		
GOCC_STEREOCILIUM_BUNDLE	61	44		
GOCC_STEREOCILIUM_TIP	19		Rejected!	
GOCC_ACTIN_FILAMENT_BUNDLE	72	60		
GOCC_FILOPODIUM_TIP	17		Rejected!	
GOCC_CUTICULAR_PLATE	8		Rejected!	
GOCC_CORTICAL_ENDOPLASMIC_RETICULUM	6		Rejected!	
GOCC_GOLGI_CISTERNA_MEMBRANE	94	76		
GOCC_GROWTH_CONE_MEMBRANE	8		Rejected!	
GOCC_MULTIVESICULAR_BODY_MEMBRANE	14		Rejected!	
GOCC_RUFFLE_MEMBRANE	95	88		
GOCC_TRANS_GOLGI_NETWORK_MEMBRANE	95	87		
GOCC_NEURON_PROJECTION_MEMBRANE	59	37		
GOCC_DENDRITE_MEMBRANE	43	25		
GOCC_DENDRITIC_SPINE_MEMBRANE	15		Rejected!	
GOCC_INSULIN_RESPONSIVE_COMPARTMENT	10		Rejected!	
GOCC_SUPER_ELONGATION_COMPLEX	5		Rejected!	
GOCC_SMN_COMPLEX	11		Rejected!	
GOCC_CARBOXY_TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX	21	20		
GOCC_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM	216	195		
GOCC_DENDRITE_CYTOPLASM	31	27		
GOCC_MYOSIN_FILAMENT	22		Rejected!	
GOCC_PROTEIN_DNA_COMPLEX	208	100		
GOCC_PROTEIN_LIPID_COMPLEX	39	31		
GOCC_PARANODAL_JUNCTION	8		Rejected!	
GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE	41	29		
GOCC_SARCOPLASMIC_RETICULUM_LUMEN	9		Rejected!	
GOCC_DNA_RECOMBINASE_MEDIATOR_COMPLEX	7		Rejected!	
GOCC_WEIBEL_PALADE_BODY	5		Rejected!	
GOCC_CIS_GOLGI_NETWORK_MEMBRANE	5		Rejected!	
GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE	75	68		
GOCC_INTERPHOTORECEPTOR_MATRIX	6		Rejected!	
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	27	25		
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN	24	23		
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	18	17		
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_V0_DOMAIN	10		Rejected!	
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_V1_DOMAIN	9		Rejected!	
GOCC_DNA_HELICASE_COMPLEX	15	15		
GOCC_CORVET_COMPLEX	5		Rejected!	
GOCC_NODE_OF_RANVIER	14		Rejected!	
GOCC_PARANODE_REGION_OF_AXON	11		Rejected!	
GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX	14		Rejected!	
GOCC_EUKARYOTIC_48S_PREINITIATION_COMPLEX	15	15		
GOCC_CHROMATOID_BODY	13		Rejected!	
GOCC_HULC_COMPLEX	5		Rejected!	
GOCC_RDNA_HETEROCHROMATIN	5		Rejected!	
GOCC_ELONGATOR_HOLOENZYME_COMPLEX	7		Rejected!	
GOCC_HOST_CELL_PART	5		Rejected!	
GOCC_PHAGOPHORE_ASSEMBLY_SITE_MEMBRANE	15	15		
GOCC_VCP_NPL4_UFD1_AAA_ATPASE_COMPLEX	8		Rejected!	
GOCC_LOW_DENSITY_LIPOPROTEIN_PARTICLE	13		Rejected!	
GOCC_INTERMEDIATE_DENSITY_LIPOPROTEIN_PARTICLE	5		Rejected!	
GOCC_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	27	20		
GOCC_SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	8		Rejected!	
GOCC_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE	20		Rejected!	
GOCC_PWP2P_CONTAINING_SUBCOMPLEX_OF_90S_PRERIBOSOME	6		Rejected!	
GOCC_NUCLEAR_PERIPHERY	128	122		
GOCC_CENTRIOLAR_SATELLITE	107	99		
GOCC_BBSOME	8		Rejected!	
GOCC_RNA_CAP_BINDING_COMPLEX	13		Rejected!	
GOCC_ENDOPLASMIC_RETICULUM_CHAPERONE_COMPLEX	7		Rejected!	
GOCC_CATION_CHANNEL_COMPLEX	222	142		
GOCC_CALCIUM_CHANNEL_COMPLEX	68	52		
GOCC_POTASSIUM_CHANNEL_COMPLEX	99	59		
GOCC_SODIUM_CHANNEL_COMPLEX	26	15		
GOCC_CHLORIDE_CHANNEL_COMPLEX	50	30		
GOCC_METHYLTRANSFERASE_COMPLEX	96	94		
GOCC_METHYLOSOME	12		Rejected!	
GOCC_PICLN_SM_PROTEIN_COMPLEX	6		Rejected!	
GOCC_SMN_SM_PROTEIN_COMPLEX	19	18		
GOCC_ARYL_HYDROCARBON_RECEPTOR_COMPLEX	8		Rejected!	
GOCC_MICROTUBULE_ORGANIZING_CENTER_ATTACHMENT_SITE	11		Rejected!	
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_III	7		Rejected!	
GOCC_HISTONE_METHYLTRANSFERASE_COMPLEX	68	67		
GOCC_ESC_E_Z_COMPLEX	16	15		
GOCC_PRC1_COMPLEX	15	15		
GOCC_EXON_EXON_JUNCTION_COMPLEX	20	20		
GOCC_CILIARY_ROOTLET	11		Rejected!	
GOCC_TRANSCRIPTIONALLY_ACTIVE_CHROMATIN	23	20		
GOCC_MICROTUBULE_PLUS_END	22	22		
GOCC_AZUROPHIL_GRANULE_MEMBRANE	58	54		
GOCC_AZUROPHIL_GRANULE_LUMEN	91	79		
GOCC_SPECIFIC_GRANULE_MEMBRANE	91	85		
GOCC_SPECIFIC_GRANULE_LUMEN	62	55		
GOCC_CD40_RECEPTOR_COMPLEX	11		Rejected!	
GOCC_MON1_CCZ1_COMPLEX	5		Rejected!	
GOCC_SPERM_FIBROUS_SHEATH	7		Rejected!	
GOCC_MYELIN_SHEATH_ADAXONAL_REGION	5		Rejected!	
GOCC_RIBONUCLEOPROTEIN_GRANULE	244	226		
GOCC_EGG_COAT	5		Rejected!	
GOCC_SEH1_ASSOCIATED_COMPLEX	17	17		
GOCC_SITE_OF_DOUBLE_STRAND_BREAK	69	68		
GOCC_CILIARY_TRANSITION_ZONE	68	59		
GOCC_ENDOLYSOSOME	24	21		
GOCC_ENDOLYSOSOME_MEMBRANE	16		Rejected!	
GOCC_ENDOLYSOSOME_LUMEN	5		Rejected!	
GOCC_MKS_COMPLEX	13		Rejected!	
GOCC_FILTRATION_DIAPHRAGM	9		Rejected!	
GOCC_CILIARY_BASAL_BODY	155	143		
GOCC_CATSPER_COMPLEX	10		Rejected!	
GOCC_OUTER_DYNEIN_ARM	11		Rejected!	
GOCC_MYOFILAMENT	26	21		
GOCC_MICROTUBULE_MINUS_END	7		Rejected!	
GOCC_ESCRT_COMPLEX	27	25		
GOCC_GROWTH_FACTOR_COMPLEX	5		Rejected!	
GOCC_SOMATODENDRITIC_COMPARTMENT	827		Rejected!	
GOCC_DERLIN_1_RETROTRANSLOCATION_COMPLEX	8		Rejected!	
GOCC_G_PROTEIN_COUPLED_RECEPTOR_DIMERIC_COMPLEX	7		Rejected!	
GOCC_TOR_COMPLEX	15	15		
GOCC_T_CELL_RECEPTOR_COMPLEX	144	37		
GOCC_ALPHA_BETA_T_CELL_RECEPTOR_COMPLEX	7		Rejected!	
GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	1141		Rejected!	
GOCC_PARASPECKLES	6		Rejected!	
GOCC_SARCOLEMMA	134	108		
GOCC_NUCLEAR_INCLUSION_BODY	12		Rejected!	
GOCC_EXTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	8		Rejected!	
GOCC_MCM_COMPLEX	12		Rejected!	
GOCC_IMMUNOGLOBULIN_COMPLEX_CIRCULATING	70	15		
GOCC_DNA_POLYMERASE_COMPLEX	20	20		
GOCC_MICROBODY	136	124		
GOCC_SPECIFIC_GRANULE	160	147		
GOCC_AZUROPHIL_GRANULE	155	138		
GOCC_CHROMAFFIN_GRANULE	12		Rejected!	
GOCC_CHROMAFFIN_GRANULE_MEMBRANE	8		Rejected!	
GOCC_GLYCOGEN_GRANULE	7		Rejected!	
GOCC_ZYMOGEN_GRANULE	13		Rejected!	
GOCC_ZYMOGEN_GRANULE_MEMBRANE	10		Rejected!	
GOCC_LAMELLAR_BODY	17	15		
GOCC_MHC_PROTEIN_COMPLEX	25	22		
GOCC_MHC_CLASS_I_PROTEIN_COMPLEX	9		Rejected!	
GOCC_MHC_CLASS_II_PROTEIN_COMPLEX	16		Rejected!	
GOCC_PHOTORECEPTOR_OUTER_SEGMENT_MEMBRANE	16		Rejected!	
GOCC_CHYLOMICRON	13		Rejected!	
GOCC_MAST_CELL_GRANULE	5		Rejected!	
GOCC_ACTOMYOSIN	73	62		
GOCC_MITOCHONDRIAL_INTERMEMBRANE_SPACE_PROTEIN_TRANSPORTER_COMPLEX	5		Rejected!	
GOCC_PRESYNAPTIC_MEMBRANE	137	93		
GOCC_GPI_ANCHOR_TRANSAMIDASE_COMPLEX	5		Rejected!	
GOCC_POLYSOMAL_RIBOSOME	32	31		
GOCC_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX	8		Rejected!	
GOCC_PLATELET_DENSE_GRANULE	21	16		
GOCC_NEURON_PROJECTION	1321		Rejected!	
GOCC_NADPH_OXIDASE_COMPLEX	12		Rejected!	
GOCC_COSTAMERE	18	16		
GOCC_GERM_CELL_NUCLEUS	20		Rejected!	
GOCC_SYNAPTIC_CLEFT	17		Rejected!	
GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX	21	18		
GOCC_ATP_BINDING_CASSETTE_ABC_TRANSPORTER_COMPLEX	6		Rejected!	
GOCC_AXON_INITIAL_SEGMENT	16		Rejected!	
GOCC_TERMINAL_BOUTON	52	33		
GOCC_VARICOSITY	8		Rejected!	
GOCC_DENDRITIC_SHAFT	32	27		
GOCC_LYSOSOMAL_LUMEN	96	85		
GOCC_AXON_HILLOCK	8		Rejected!	
GOCC_PERIKARYON	151	112		
GOCC_MYELIN_SHEATH	42	38		
GOCC_COMPACT_MYELIN	11		Rejected!	
GOCC_SCHMIDT_LANTERMAN_INCISURE	9		Rejected!	
GOCC_RECEPTOR_COMPLEX	532	331		
GOCC_FANCONI_ANAEMIA_NUCLEAR_COMPLEX	14		Rejected!	
GOCC_LAMININ_COMPLEX	12		Rejected!	
GOCC_CONTRACTILE_FIBER	231	173		
GOCC_APICAL_JUNCTION_COMPLEX	137	125		
GOCC_TRNA_METHYLTRANSFERASE_COMPLEX	5		Rejected!	
GOCC_NUCLEAR_REPLICATION_FORK	35	34		
GOCC_CYTOLYTIC_GRANULE	5		Rejected!	
GOCC_SPANNING_COMPONENT_OF_PLASMA_MEMBRANE	13		Rejected!	
GOCC_JUXTAPARANODE_REGION_OF_AXON	10		Rejected!	
GOCC_ORGANELLE_MEMBRANE_CONTACT_SITE	39	37		
GOCC_MITOCHONDRIA_ASSOCIATED_ENDOPLASMIC_RETICULUM_MEMBRANE	20	19		
GOCC_CELL_CELL_CONTACT_ZONE	69	59		
GOCC_DENDRITE_TERMINUS	13		Rejected!	
GOCC_DENDRITIC_GROWTH_CONE	9		Rejected!	
GOCC_AXONAL_GROWTH_CONE	28	26		
GOCC_CELL_BODY	543	421		
GOCC_CELL_BODY_MEMBRANE	31	19		
GOCC_CEREBELLAR_MOSSY_FIBER	6		Rejected!	
GOCC_DENTATE_GYRUS_MOSSY_FIBER	6		Rejected!	
GOCC_MAIN_AXON	62	52		
GOCC_CALYX_OF_HELD	16		Rejected!	
GOCC_NEURON_PROJECTION_TERMINUS	130	86		
GOCC_NEURON_SPINE	178	145		
GOCC_ENDOPLASMIC_RETICULUM_QUALITY_CONTROL_COMPARTMENT	26	25		
GOCC_DENDRITIC_SPINE_NECK	7		Rejected!	
GOCC_DENDRITIC_SPINE_HEAD	11		Rejected!	
GOCC_PINOSOME	7		Rejected!	
GOCC_RIBOSOMAL_SUBUNIT	187	182		
GOCC_NSL_COMPLEX	7		Rejected!	
GOCC_NUCLEAR_PORE_CENTRAL_TRANSPORT_CHANNEL	7		Rejected!	
GOCC_NUCLEAR_PORE_NUCLEAR_BASKET	12		Rejected!	
GOCC_MLL1_2_COMPLEX	28	28		
GOCC_MLL3_4_COMPLEX	13		Rejected!	
GOCC_AUTOLYSOSOME	10		Rejected!	
GOCC_DNA_PACKAGING_COMPLEX	117	19		
GOCC_PLASMA_MEMBRANE_RAFT	112	91		
GOCC_CHITOSOME	14		Rejected!	
GOCC_KERATIN_FILAMENT	96	23		
GOCC_INTERMEDIATE_FILAMENT_CYTOSKELETON	256	112		
GOCC_PRONUCLEUS	12		Rejected!	
GOCC_INTERCELLULAR_BRIDGE	75	68		
GOCC_APICAL_PART_OF_CELL	414	319		
GOCC_BASAL_PART_OF_CELL	258	214		
GOCC_APICAL_CORTEX	10		Rejected!	
GOCC_BASAL_CORTEX	5		Rejected!	
GOCC_SYNAPSE	1283		Rejected!	
GOCC_POSTSYNAPTIC_MEMBRANE	265	168		
GOCC_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	14		Rejected!	
GOCC_DIHYDROLIPOYL_DEHYDROGENASE_COMPLEX	10		Rejected!	
GOCC_OXOGLUTARATE_DEHYDROGENASE_COMPLEX	6		Rejected!	
GOCC_PYRUVATE_DEHYDROGENASE_COMPLEX	8		Rejected!	
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX	23	21		
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_CATALYTIC_CORE_F_1	7		Rejected!	
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_COUPLING_FACTOR_F_O	14		Rejected!	
GOCC_RESPIRATORY_CHAIN_COMPLEX_II	5		Rejected!	
GOCC_RESPIRATORY_CHAIN_COMPLEX_III	14		Rejected!	
GOCC_RESPIRATORY_CHAIN_COMPLEX_IV	22	17		
GOCC_MRNA_EDITING_COMPLEX	8		Rejected!	
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE	57	50		
GOCC_PHAGOCYTIC_VESICLE	136	129		
GOCC_POLE_PLASM	21	16		
GOCC_INTERCELLULAR_CANALICULUS	6		Rejected!	
GOCC_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	60	39		
GOCC_LIPOPOLYSACCHARIDE_RECEPTOR_COMPLEX	5		Rejected!	
GOCC_PORE_COMPLEX	23	22		
GOCC_ACTIVIN_RECEPTOR_COMPLEX	7		Rejected!	
GOCC_SET1C_COMPASS_COMPLEX	12		Rejected!	
GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM	720		Rejected!	
GOCC_HOLLIDAY_JUNCTION_RESOLVASE_COMPLEX	5		Rejected!	
GOCC_SIGNAL_RECOGNITION_PARTICLE	13		Rejected!	
GOCC_PIGMENT_GRANULE	106	97		
GOCC_PRESYNAPTIC_ACTIVE_ZONE	70	60		
GOCC_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	27	24		
GOCC_CYTOSKELETON_OF_PRESYNAPTIC_ACTIVE_ZONE	7		Rejected!	
GOCC_SPINDLE_MIDZONE	36	35		
GOCC_RECYCLING_ENDOSOME	190	175		
GOCC_RECYCLING_ENDOSOME_MEMBRANE	87	81		
GOCC_EXCITATORY_SYNAPSE	46	28		
GOCC_INHIBITORY_SYNAPSE	14		Rejected!	
GOCC_KINOCILIUM	10		Rejected!	
GOCC_CILIARY_MEMBRANE	72	54		
GOCC_STEREOCILIUM_MEMBRANE	5		Rejected!	
GOCC_CELL_POLE	7		Rejected!	
GOCC_CLATHRIN_SCULPTED_VESICLE	12		Rejected!	
GOCC_CLATHRIN_SCULPTED_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT_VESICLE	8		Rejected!	
GOCC_MICOS_COMPLEX	9		Rejected!	
GOCC_MITOTIC_SPINDLE_ASTRAL_MICROTUBULE	7		Rejected!	
GOCC_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	253	234		
GOCC_GATOR2_COMPLEX	12		Rejected!	
GOCC_INFLAMMASOME_COMPLEX	16		Rejected!	
GOCC_SPERM_HEAD	16		Rejected!	
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	423	290		
GOCC_EXTRACELLULAR_MEMBRANE_BOUNDED_ORGANELLE	5		Rejected!	
GOCC_CYTOCHROME_COMPLEX	36	30		
GOCC_CLATHRIN_SCULPTED_MONOAMINE_TRANSPORT_VESICLE	5		Rejected!	
GOCC_TIGHT_JUNCTION	124	112		
GOCC_ANCHORING_JUNCTION	824		Rejected!	
GOCC_SHELTERIN_COMPLEX	7		Rejected!	
GOCC_EXOCYTIC_VESICLE	216	173		
GOCC_TRANSCRIPTION_EXPORT_COMPLEX_2	5		Rejected!	
GOCC_NONHOMOLOGOUS_END_JOINING_COMPLEX	9		Rejected!	
GOCC_ELONGIN_COMPLEX	6		Rejected!	
GOCC_SAGA_TYPE_COMPLEX	28	26		
GOCC_RESPIRASOME	103	95		
GOCC_BRCA1_A_COMPLEX	8		Rejected!	
GOCC_BRISC_COMPLEX	5		Rejected!	
GOCC_RISC_LOADING_COMPLEX	9		Rejected!	
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	74	71		
GOCC_HAUS_COMPLEX	8		Rejected!	
GOCC_FHF_COMPLEX	5		Rejected!	
GOCC_PRE_SNORNP_COMPLEX	7		Rejected!	
GOCC_GAMMA_SECRETASE_COMPLEX	7		Rejected!	
GOCC_H3_HISTONE_ACETYLTRANSFERASE_COMPLEX	10		Rejected!	
GOCC_TERTIARY_GRANULE	164	153		
GOCC_TERTIARY_GRANULE_MEMBRANE	73	69		
GOCC_SIN3_TYPE_COMPLEX	16	16		
GOCC_CORE_MEDIATOR_COMPLEX	8		Rejected!	
GOCC_CELL_BODY_FIBER	7		Rejected!	
GOCC_CRD_MEDIATED_MRNA_STABILITY_COMPLEX	6		Rejected!	
GOCC_CONTRACTILE_RING	10		Rejected!	
GOCC_ENDOPLASMIC_RETICULUM_EXIT_SITE	33	28		
GOCC_TRANSLATION_PREINITIATION_COMPLEX	18	18		
GOCC_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME	30	30		
GOCC_PRESPLICEOSOME	17	16		
GOCC_PRECATALYTIC_SPLICEOSOME	53	52		
GOCC_CATALYTIC_STEP_1_SPLICEOSOME	12		Rejected!	
GOCC_CATALYTIC_STEP_2_SPLICEOSOME	87	86		
GOCC_POST_MRNA_RELEASE_SPLICEOSOMAL_COMPLEX	13		Rejected!	
GOCC_SMAD_PROTEIN_COMPLEX	9		Rejected!	
GOCC_CMG_COMPLEX	10		Rejected!	
GOCC_WASH_COMPLEX	13		Rejected!	
GOCC_HISTONE_PRE_MRNA_3_END_PROCESSING_COMPLEX	6		Rejected!	
GOCC_TRANSLOCON_COMPLEX	6		Rejected!	
GOCC_CLATHRIN_COMPLEX	7		Rejected!	
GOCC_INTEGRAL_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	6		Rejected!	
GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX_EIF3M	6		Rejected!	
GOCC_PI_BODY	7		Rejected!	
GOCC_PIP_BODY	5		Rejected!	
GOCC_NPBAF_COMPLEX	12		Rejected!	
GOCC_NBAF_COMPLEX	15		Rejected!	
GOCC_ENDOCYTIC_VESICLE_LUMEN	20	19		
GOCC_IGA_IMMUNOGLOBULIN_COMPLEX	5		Rejected!	
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK	23	22		
GOCC_MMXD_COMPLEX	5		Rejected!	
GOCC_ELASTIC_FIBER	5		Rejected!	
GOCC_RAGULATOR_COMPLEX	6		Rejected!	
GOCC_PTW_PP1_PHOSPHATASE_COMPLEX	7		Rejected!	
GOCC_ER_MEMBRANE_INSERTION_COMPLEX	5		Rejected!	
GOCC_MSL_COMPLEX	5		Rejected!	
GOCC_EMC_COMPLEX	10		Rejected!	
GOCC_IPAF_INFLAMMASOME_COMPLEX	5		Rejected!	
GOCC_NLRP3_INFLAMMASOME_COMPLEX	9		Rejected!	
GOCC_BLOOD_MICROPARTICLE	146	88		
GOCC_BOX_H_ACA_RNP_COMPLEX	10		Rejected!	
GOCC_TRNA_SPLICING_LIGASE_COMPLEX	8		Rejected!	
GOCC_MITOTIC_SPINDLE	157	150		
GOCC_MEIOTIC_SPINDLE	11		Rejected!	
GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	35	31		
GOCC_U2AF_COMPLEX	6		Rejected!	
GOCC_SPANNING_COMPONENT_OF_MEMBRANE	20		Rejected!	
GOCC_CATION_TRANSPORTING_ATPASE_COMPLEX	6		Rejected!	
GOCC_FLEMMING_BODY	35	32		
GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REPRESSOR_COMPLEX	6		Rejected!	
GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX	170	152		
GOCC_RNA_POLYMERASE_III_TRANSCRIPTION_REGULATOR_COMPLEX	9		Rejected!	
GOCC_BOX_H_ACA_TELOMERASE_RNP_COMPLEX	5		Rejected!	
GOCC_GLYCOPROTEIN_COMPLEX	19		Rejected!	
GOCC_SITE_OF_DNA_DAMAGE	91	88		
GOCC_CILIARY_PLASM	130	114		
GOCC_MPP7_DLG1_LIN7_COMPLEX	5		Rejected!	
GOCC_PERINUCLEAR_ENDOPLASMIC_RETICULUM	20	16		
GOCC_SYNAPTIC_MEMBRANE	368	246		
GOCC_CYCLIN_A2_CDK2_COMPLEX	5		Rejected!	
GOCC_BCL_2_FAMILY_PROTEIN_COMPLEX	6		Rejected!	
GOCC_NUCLEAR_STRESS_GRANULE	6		Rejected!	
GOCC_AIM2_INFLAMMASOME_COMPLEX	5		Rejected!	
GOCC_TETRASPANIN_ENRICHED_MICRODOMAIN	10		Rejected!	
GOCC_ALVEOLAR_LAMELLAR_BODY	7		Rejected!	
GOCC_SPERM_CONNECTING_PIECE	9		Rejected!	
GOCC_SPERM_MIDPIECE	29	21		
GOCC_SPERM_ANNULUS	6		Rejected!	
GOCC_SPERM_PRINCIPAL_PIECE	22	17		
GOCC_R2TP_COMPLEX	5		Rejected!	
GOCC_RIPOPTOSOME	6		Rejected!	
GOCC_INO80_TYPE_COMPLEX	25	25		
GOCC_PERINUCLEOLAR_COMPARTMENT	5		Rejected!	
GOCC_CIA_COMPLEX	5		Rejected!	
GOCC_PHOTORECEPTOR_DISC_MEMBRANE	22		Rejected!	
GOCC_GLIAL_CELL_PROJECTION	30	25		
GOCC_LEWY_BODY	8		Rejected!	
GOCC_NEUROFIBRILLARY_TANGLE	5		Rejected!	
GOCC_TUBULAR_ENDOSOME	5		Rejected!	
GOCC_MICROTUBULE_BUNDLE	6		Rejected!	
GOCC_MITOTIC_SPINDLE_POLE	34	33		
GOCC_DENSE_BODY	5		Rejected!	
GOCC_APICAL_DENDRITE	18	18		
GOCC_BASAL_DENDRITE	7		Rejected!	
GOCC_SORTING_ENDOSOME	5		Rejected!	
GOCC_DENDRITIC_TREE	616	484		
