NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOMF_SECONDARY_ACTIVE_MONOCARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	18		Rejected!	
GOMF_CALCIUM_CATION_ANTIPORTER_ACTIVITY	11		Rejected!	
GOMF_SOLUTE_SODIUM_SYMPORTER_ACTIVITY	72	48		
GOMF_ANION_SODIUM_SYMPORTER_ACTIVITY	14		Rejected!	
GOMF_CATION_CHLORIDE_SYMPORTER_ACTIVITY	17		Rejected!	
GOMF_SODIUM_CHLORIDE_SYMPORTER_ACTIVITY	11		Rejected!	
GOMF_POTASSIUM_CHLORIDE_SYMPORTER_ACTIVITY	9		Rejected!	
GOMF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	12		Rejected!	
GOMF_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	62	51		
GOMF_ABC_TYPE_GLUTATHIONE_S_CONJUGATE_TRANSPORTER_ACTIVITY	6		Rejected!	
GOMF_POTASSIUM_CHANNEL_REGULATOR_ACTIVITY	53	39		
GOMF_ACETYLCHOLINE_RECEPTOR_ACTIVITY	22		Rejected!	
GOMF_CHOLESTEROL_BINDING	50	43		
GOMF_CATION_CATION_ANTIPORTER_ACTIVITY	26	20		
GOMF_C4_DICARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	16		Rejected!	
GOMF_EFFLUX_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	14		Rejected!	
GOMF_ORGANOPHOSPHATE_ESTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	30	27		
GOMF_DNA_TRANSLOCASE_ACTIVITY	5		Rejected!	
GOMF_TUBULIN_BINDING	368	335		
GOMF_TOXIC_SUBSTANCE_BINDING	10		Rejected!	
GOMF_FATTY_ACID_LIGASE_ACTIVITY	22	18		
GOMF_QUATERNARY_AMMONIUM_GROUP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	10		Rejected!	
GOMF_BRANCHED_CHAIN_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	7		Rejected!	
GOMF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	16		Rejected!	
GOMF_MANNOSIDASE_ACTIVITY	15	15		
GOMF_MANNOSYL_OLIGOSACCHARIDE_MANNOSIDASE_ACTIVITY	9		Rejected!	
GOMF_GALACTOSIDASE_ACTIVITY	8		Rejected!	
GOMF_GLUCOSIDASE_ACTIVITY	14		Rejected!	
GOMF_HEXOSAMINIDASE_ACTIVITY	15		Rejected!	
GOMF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	48	42		
GOMF_MORPHOGEN_ACTIVITY	7		Rejected!	
GOMF_CYCLOSPORIN_A_BINDING	20		Rejected!	
GOMF_PEPTIDOGLYCAN_IMMUNE_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_AMYLASE_ACTIVITY	5		Rejected!	
GOMF_GLIAL_CELL_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_NAD_P_H_OXIDASE_H2O2_FORMING_ACTIVITY	8		Rejected!	
GOMF_SUPEROXIDE_GENERATING_NAD_P_H_OXIDASE_ACTIVITY	11		Rejected!	
GOMF_SUPEROXIDE_GENERATING_NADPH_OXIDASE_ACTIVATOR_ACTIVITY	10		Rejected!	
GOMF_AMP_BINDING	15		Rejected!	
GOMF_ANTIOXIDANT_ACTIVITY	86	67		
GOMF_STEROID_DEHYDROGENASE_ACTIVITY	34	28		
GOMF_CHANNEL_REGULATOR_ACTIVITY	145	114		
GOMF_CHANNEL_INHIBITOR_ACTIVITY	39	34		
GOMF_RNA_POLYMERASE_II_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_ACTIVITY	38	35		
GOMF_PROTEIN_ARGININE_N_METHYLTRANSFERASE_ACTIVITY	11		Rejected!	
GOMF_LYSINE_N_METHYLTRANSFERASE_ACTIVITY	61	54		
GOMF_COA_HYDROLASE_ACTIVITY	21	17		
GOMF_PALMITOYL_COA_HYDROLASE_ACTIVITY	14		Rejected!	
GOMF_LIPASE_ACTIVITY	131	98		
GOMF_KINASE_ACTIVITY	727		Rejected!	
GOMF_1_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	10		Rejected!	
GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_KINASE_ACTIVITY	16		Rejected!	
GOMF_1_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_5_KINASE_ACTIVITY	8		Rejected!	
GOMF_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_3_PHOSPHATASE_ACTIVITY	5		Rejected!	
GOMF_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I	5		Rejected!	
GOMF_CARNITINE_O_ACYLTRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_ACETYLTRANSFERASE_ACTIVITY	95	82		
GOMF_C_ACYLTRANSFERASE_ACTIVITY	20	17		
GOMF_PALMITOYLTRANSFERASE_ACTIVITY	39	38		
GOMF_N_ACYLTRANSFERASE_ACTIVITY	97	72		
GOMF_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	25	22		
GOMF_O_ACETYLTRANSFERASE_ACTIVITY	8		Rejected!	
GOMF_O_PALMITOYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_S_ACYLTRANSFERASE_ACTIVITY	32	31		
GOMF_TRNA_GUANINE_METHYLTRANSFERASE_ACTIVITY	13		Rejected!	
GOMF_TRNA_ADENINE_METHYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_TRNA_CYTOSINE_METHYLTRANSFERASE_ACTIVITY	9		Rejected!	
GOMF_RRNA_ADENINE_METHYLTRANSFERASE_ACTIVITY	9		Rejected!	
GOMF_RRNA_CYTOSINE_METHYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_RRNA_GUANINE_METHYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_C_ACETYLTRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_C_PALMITOYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY	750		Rejected!	
GOMF_C_X_C_CHEMOKINE_RECEPTOR_ACTIVITY	8		Rejected!	
GOMF_PROTEIN_HORMONE_RECEPTOR_ACTIVITY	18		Rejected!	
GOMF_NUCLEOTIDE_RECEPTOR_ACTIVITY	21	18		
GOMF_PHEROMONE_RECEPTOR_ACTIVITY	6		Rejected!	
GOMF_PEPTIDASE_ACTIVATOR_ACTIVITY	43	42		
GOMF_PEPTIDASE_ACTIVATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	20	20		
GOMF_METALLOCHAPERONE_ACTIVITY	8		Rejected!	
GOMF_COPPER_CHAPERONE_ACTIVITY	6		Rejected!	
GOMF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_REGULATOR_ACTIVITY	50	45		
GOMF_GLYCINE_BINDING	12		Rejected!	
GOMF_GLUTAMATE_BINDING	7		Rejected!	
GOMF_AMINO_ACID_BINDING	54	35		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS	130	113		
GOMF_MALATE_DEHYDROGENASE_ACTIVITY	8		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	36	32		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR	8		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS	59	57		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	26	26		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	10		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS	20	18		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	16	16		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS	29	27		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	19	18		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	102	96		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_HEME_PROTEIN_AS_ACCEPTOR	9		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	60	57		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_OTHER_NITROGENOUS_COMPOUNDS_AS_DONORS	8		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_OTHER_NITROGENOUS_COMPOUNDS_AS_DONORS_CYTOCHROME_AS_ACCEPTOR	5		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS	58	54		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_NAD_P_AS_ACCEPTOR	12		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	11		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR	9		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR	57	44		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_SINGLE_DONORS_WITH_INCORPORATION_OF_MOLECULAR_OXYGEN	25	20		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	160	129		
GOMF_2_OXOGLUTARATE_DEPENDENT_DIOXYGENASE_ACTIVITY	44	44		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_NAD_P_H_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	48	39		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_FLAVIN_OR_FLAVOPROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	35	25		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_IRON_SULFUR_PROTEIN_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	9		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_PTERIDINE_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	7		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_ASCORBATE_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	5		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_OXIDATION_OF_A_PAIR_OF_DONORS_RESULTING_IN_THE_REDUCTION_OF_MOLECULAR_OXYGEN_TO_TWO_MOLECULES_OF_WATER	5		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_METAL_IONS	19		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_METAL_IONS_NAD_OR_NADP_AS_ACCEPTOR	9		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_METAL_IONS_OXYGEN_AS_ACCEPTOR	9		Rejected!	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OR_CH2_GROUPS	9		Rejected!	
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ONE_CARBON_GROUPS	226	200		
GOMF_HYDROXYMETHYL_FORMYL_AND_RELATED_TRANSFERASE_ACTIVITY	8		Rejected!	
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ALDEHYDE_OR_KETONIC_GROUPS	5		Rejected!	
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ACYL_GROUPS	253	209		
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_AMINO_ACYL_GROUPS	18		Rejected!	
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS	273	223		
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS	200	162		
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PENTOSYL_GROUPS	50	45		
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS	57	52		
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_NITROGENOUS_GROUPS	23	18		
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	873		Rejected!	
GOMF_PHOSPHOTRANSFERASE_ACTIVITY_NITROGENOUS_GROUP_AS_ACCEPTOR	7		Rejected!	
GOMF_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR	39	38		
GOMF_DIPHOSPHOTRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_NUCLEOTIDYLTRANSFERASE_ACTIVITY	126	116		
GOMF_PHOSPHOTRANSFERASE_ACTIVITY_FOR_OTHER_SUBSTITUTED_PHOSPHATE_GROUPS	20	20		
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_SULFUR_CONTAINING_GROUPS	69	52		
GOMF_SULFURTRANSFERASE_ACTIVITY	10		Rejected!	
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS	742		Rejected!	
GOMF_THIOLESTER_HYDROLASE_ACTIVITY	41	36		
GOMF_PHOSPHATASE_ACTIVITY	276	240		
GOMF_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	57	55		
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS	133	106		
GOMF_HYDROLASE_ACTIVITY_HYDROLYZING_N_GLYCOSYL_COMPOUNDS	38	35		
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ETHER_BONDS	11		Rejected!	
GOMF_DIPEPTIDASE_ACTIVITY	15		Rejected!	
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS	118	102		
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDES	65	57		
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDES	6		Rejected!	
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_LINEAR_AMIDINES	11		Rejected!	
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES	35	30		
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES	907		Rejected!	
GOMF_LYASE_ACTIVITY	194	164		
GOMF_CARBON_CARBON_LYASE_ACTIVITY	51	41		
GOMF_CARBOXY_LYASE_ACTIVITY	35	28		
GOMF_ALDEHYDE_LYASE_ACTIVITY	11		Rejected!	
GOMF_OXO_ACID_LYASE_ACTIVITY	7		Rejected!	
GOMF_CARBON_OXYGEN_LYASE_ACTIVITY	79	68		
GOMF_HYDRO_LYASE_ACTIVITY	64	54		
GOMF_CARBON_NITROGEN_LYASE_ACTIVITY	13		Rejected!	
GOMF_AMMONIA_LYASE_ACTIVITY	5		Rejected!	
GOMF_AMIDINE_LYASE_ACTIVITY	7		Rejected!	
GOMF_CARBON_SULFUR_LYASE_ACTIVITY	15		Rejected!	
GOMF_PHOSPHORUS_OXYGEN_LYASE_ACTIVITY	22	19		
GOMF_ISOMERASE_ACTIVITY	157	140		
GOMF_RACEMASE_AND_EPIMERASE_ACTIVITY	17	16		
GOMF_RACEMASE_AND_EPIMERASE_ACTIVITY_ACTING_ON_CARBOHYDRATES_AND_DERIVATIVES	11		Rejected!	
GOMF_CIS_TRANS_ISOMERASE_ACTIVITY	41	34		
GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY	50	46		
GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY_INTERCONVERTING_ALDOSES_AND_KETOSES	8		Rejected!	
GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY_TRANSPOSING_C_C_BONDS	14		Rejected!	
GOMF_INTRAMOLECULAR_TRANSFERASE_ACTIVITY	27	24		
GOMF_INTRAMOLECULAR_TRANSFERASE_ACTIVITY_PHOSPHOTRANSFERASES	10		Rejected!	
GOMF_LIGASE_ACTIVITY	163	135		
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	41	22		
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_SULFUR_BONDS	41	37		
GOMF_ACID_THIOL_LIGASE_ACTIVITY	31	27		
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_NITROGEN_BONDS	47	43		
GOMF_ACID_AMINO_ACID_LIGASE_ACTIVITY	21	19		
GOMF_CARBON_NITROGEN_LIGASE_ACTIVITY_WITH_GLUTAMINE_AS_AMIDO_N_DONOR	10		Rejected!	
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_CARBON_BONDS	7		Rejected!	
GOMF_LIGASE_ACTIVITY_FORMING_PHOSPHORIC_ESTER_BONDS	5		Rejected!	
GOMF_ATPASE_ACTIVITY	479	431		
GOMF_ENDODEOXYRIBONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS	17	17		
GOMF_ENDODEOXYRIBONUCLEASE_ACTIVITY_PRODUCING_3_PHOSPHOMONOESTERS	10		Rejected!	
GOMF_ENDORIBONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS	28	26		
GOMF_ENDORIBONUCLEASE_ACTIVITY_PRODUCING_3_PHOSPHOMONOESTERS	8		Rejected!	
GOMF_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	41	39		
GOMF_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_3_PHOSPHOMONOESTERS	18	16		
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	44	39		
GOMF_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_ACTIVITY	7		Rejected!	
GOMF_GABA_RECEPTOR_ACTIVITY	22		Rejected!	
GOMF_RETINAL_BINDING	18		Rejected!	
GOMF_NUCLEAR_RECEPTOR_BINDING	97	92		
GOMF_SUMO_SPECIFIC_PROTEASE_ACTIVITY	8		Rejected!	
GOMF_GALACTOSIDE_BINDING	7		Rejected!	
GOMF_THIOL_OXIDASE_ACTIVITY	6		Rejected!	
GOMF_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY	10		Rejected!	
GOMF_MYOSIN_BINDING	71	56		
GOMF_TBP_CLASS_PROTEIN_BINDING	26	25		
GOMF_N_ACYLSPHINGOSINE_AMIDOHYDROLASE_ACTIVITY	7		Rejected!	
GOMF_PEPTIDE_HORMONE_BINDING	50	29		
GOMF_STRUCTURAL_CONSTITUENT_OF_NUCLEAR_PORE	28	24		
GOMF_SNRNA_BINDING	52	43		
GOMF_U6_SNRNA_BINDING	16		Rejected!	
GOMF_SYNTAXIN_1_BINDING	26	19		
GOMF_SODIUM_CHANNEL_REGULATOR_ACTIVITY	40	33		
GOMF_CHLORIDE_CHANNEL_REGULATOR_ACTIVITY	16		Rejected!	
GOMF_4_GALACTOSYL_N_ACETYLGLUCOSAMINIDE_3_ALPHA_L_FUCOSYLTRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_NUCLEOSIDE_DIPHOSPHATASE_ACTIVITY	14		Rejected!	
GOMF_SINGLE_STRANDED_DNA_HELICASE_ACTIVITY	19	19		
GOMF_SH3_DOMAIN_BINDING	128	122		
GOMF_PHOSPHOLIPID_SCRAMBLASE_ACTIVITY	8		Rejected!	
GOMF_FIBROBLAST_GROWTH_FACTOR_BINDING	23	21		
GOMF_WNT_PROTEIN_BINDING	30	21		
GOMF_DEAD_H_BOX_RNA_HELICASE_BINDING	8		Rejected!	
GOMF_SEMAPHORIN_RECEPTOR_ACTIVITY	12		Rejected!	
GOMF_ARYL_HYDROCARBON_RECEPTOR_BINDING	9		Rejected!	
GOMF_VINCULIN_BINDING	11		Rejected!	
GOMF_CDP_ALCOHOL_PHOSPHATIDYLTRANSFERASE_ACTIVITY	8		Rejected!	
GOMF_SERINE_HYDROLASE_ACTIVITY	188	128		
GOMF_PHOSPHATIDYLINOSITOL_N_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_HISTONE_LYSINE_N_METHYLTRANSFERASE_ACTIVITY	43	40		
GOMF_ALCOHOL_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	10		Rejected!	
GOMF_ALKANE_1_MONOOXYGENASE_ACTIVITY	5		Rejected!	
GOMF_3_HYDROXYACYL_COA_DEHYDRATASE_ACTIVITY	5		Rejected!	
GOMF_GUANYL_NUCLEOTIDE_BINDING	398	334		
GOMF_GDP_BINDING	75	67		
GOMF_PYRIMIDINE_NUCLEOTIDE_BINDING	6		Rejected!	
GOMF_DNA_N_GLYCOSYLASE_ACTIVITY	13		Rejected!	
GOMF_MYRISTOYLTRANSFERASE_ACTIVITY	5		Rejected!	
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_PHOSPHATASE_ACTIVITY	17	15		
GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	80	64		
GOMF_CARBOHYDRATE_KINASE_ACTIVITY	21	20		
GOMF_CARBOHYDRATE_PHOSPHATASE_ACTIVITY	10		Rejected!	
GOMF_NUCLEOBASE_CONTAINING_COMPOUND_KINASE_ACTIVITY	42	41		
GOMF_NUCLEOSIDE_KINASE_ACTIVITY	9		Rejected!	
GOMF_KINASE_REGULATOR_ACTIVITY	220	196		
GOMF_PHOSPHATASE_REGULATOR_ACTIVITY	101	90		
GOMF_KINASE_ACTIVATOR_ACTIVITY	90	80		
GOMF_KINASE_INHIBITOR_ACTIVITY	73	65		
GOMF_PHOSPHATASE_ACTIVATOR_ACTIVITY	16	16		
GOMF_PHOSPHATASE_INHIBITOR_ACTIVITY	47	38		
GOMF_DEACETYLASE_ACTIVITY	37	33		
GOMF_INTERMEDIATE_FILAMENT_BINDING	15		Rejected!	
GOMF_CENTROMERIC_DNA_BINDING	6		Rejected!	
GOMF_CYCLOHYDROLASE_ACTIVITY	5		Rejected!	
GOMF_DEAMINASE_ACTIVITY	32	27		
GOMF_OXALATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	10		Rejected!	
GOMF_TOXIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	8		Rejected!	
GOMF_IMMUNOGLOBULIN_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_UBIQUITIN_LIKE_PROTEIN_SPECIFIC_PROTEASE_ACTIVITY	20	20		
GOMF_NEDD8_SPECIFIC_PROTEASE_ACTIVITY	8		Rejected!	
GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY	452	394		
GOMF_NEDD8_TRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_SUMO_TRANSFERASE_ACTIVITY	19	19		
GOMF_PROCOLLAGEN_PROLINE_DIOXYGENASE_ACTIVITY	8		Rejected!	
GOMF_OXYGEN_BINDING	39	23		
GOMF_ASPARTIC_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	7		Rejected!	
GOMF_PHOSPHOLIPASE_A2_INHIBITOR_ACTIVITY	6		Rejected!	
GOMF_GROWTH_FACTOR_BINDING	137	112		
GOMF_ISOPRENOID_BINDING	38	23		
GOMF_RETINOL_BINDING	16		Rejected!	
GOMF_VITAMIN_BINDING	145	109		
GOMF_RRNA_BINDING	64	62		
GOMF_CALCIUM_CHANNEL_INHIBITOR_ACTIVITY	11		Rejected!	
GOMF_IGE_BINDING	5		Rejected!	
GOMF_IGG_BINDING	11		Rejected!	
GOMF_IMMUNOGLOBULIN_BINDING	24	20		
GOMF_CHLORIDE_CHANNEL_INHIBITOR_ACTIVITY	10		Rejected!	
GOMF_POTASSIUM_CHANNEL_INHIBITOR_ACTIVITY	9		Rejected!	
GOMF_SODIUM_CHANNEL_INHIBITOR_ACTIVITY	8		Rejected!	
GOMF_KINESIN_BINDING	39	38		
GOMF_ENZYME_BINDING	1949		Rejected!	
GOMF_KINASE_BINDING	738		Rejected!	
GOMF_PHOSPHATASE_BINDING	193	181		
GOMF_PROTEIN_PHOSPHATASE_BINDING	148	138		
GOMF_PROTEIN_DOMAIN_SPECIFIC_BINDING	690		Rejected!	
GOMF_SYNTAXIN_BINDING	77	62		
GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH	10		Rejected!	
GOMF_CYTOKINE_BINDING	136	115		
GOMF_CHEMOKINE_BINDING	33	30		
GOMF_C_C_CHEMOKINE_BINDING	24	22		
GOMF_C_X_C_CHEMOKINE_BINDING	5		Rejected!	
GOMF_C_X3_C_CHEMOKINE_BINDING	5		Rejected!	
GOMF_INTERLEUKIN_1_BINDING	9		Rejected!	
GOMF_DIACYLGLYCEROL_BINDING	13		Rejected!	
GOMF_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	477	309		
GOMF_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	302	231		
GOMF_POTASSIUM_ION_ANTIPORTER_ACTIVITY	16		Rejected!	
GOMF_WIDE_PORE_CHANNEL_ACTIVITY	30	16		
GOMF_TRANSMITTER_GATED_CHANNEL_ACTIVITY	59	27		
GOMF_GATED_CHANNEL_ACTIVITY	337	208		
